timestamp,hour,day_of_week,is_holiday,weather,wave_quality,temperature,crowdedness
2024-01-02 17:00:00,17,Tuesday,0,Rainy,Excellent,61.2,57
2024-01-02 18:00:00,18,Tuesday,0,Rainy,Good,78.6,70
2024-01-02 19:00:00,19,Tuesday,0,Rainy,Good,61.0,59
2024-01-02 20:00:00,20,Tuesday,0,Rainy,Good,59.4,73
2024-01-02 21:00:00,21,Tuesday,0,Cloudy,Excellent,56.2,86
2024-01-02 22:00:00,22,Tuesday,0,Foggy,Fair,79.6,62
2024-01-02 23:00:00,23,Tuesday,0,Rainy,Good,66.8,63
2024-01-03 00:00:00,0,Wednesday,0,Sunny,Good,67.6,53
2024-01-03 01:00:00,1,Wednesday,0,Cloudy,Poor,72.0,29
2024-01-03 02:00:00,2,Wednesday,0,Sunny,Good,67.0,48
2024-01-03 03:00:00,3,Wednesday,0,Rainy,Fair,77.5,12
2024-01-03 04:00:00,4,Wednesday,0,Foggy,Excellent,80.8,33
2024-01-03 05:00:00,5,Wednesday,0,Cloudy,Poor,56.3,27
2024-01-03 06:00:00,6,Wednesday,0,Cloudy,Poor,61.2,24
2024-01-03 07:00:00,7,Wednesday,0,Rainy,Excellent,63.0,35
2024-01-03 08:00:00,8,Wednesday,0,Cloudy,Fair,62.7,33
2024-01-03 09:00:00,9,Wednesday,0,Sunny,Good,81.7,57
2024-01-03 10:00:00,10,Wednesday,0,Rainy,Fair,57.5,27
2024-01-03 11:00:00,11,Wednesday,0,Foggy,Poor,69.8,33
2024-01-03 12:00:00,12,Wednesday,0,Foggy,Fair,64.1,46
2024-01-03 13:00:00,13,Wednesday,0,Sunny,Good,63.9,73
2024-01-03 14:00:00,14,Wednesday,0,Cloudy,Excellent,49.1,59
2024-01-03 15:00:00,15,Wednesday,0,Sunny,Fair,64.4,73
2024-01-03 16:00:00,16,Wednesday,0,Cloudy,Poor,65.7,62
2024-01-03 17:00:00,17,Wednesday,0,Cloudy,Poor,54.9,56
2024-01-03 18:00:00,18,Wednesday,0,Cloudy,Fair,69.3,57
2024-01-03 19:00:00,19,Wednesday,0,Rainy,Good,56.2,70
2024-01-03 20:00:00,20,Wednesday,0,Sunny,Fair,80.9,71
2024-01-03 21:00:00,21,Wednesday,0,Sunny,Fair,63.8,72
2024-01-03 22:00:00,22,Wednesday,0,Rainy,Poor,67.6,61
2024-01-03 23:00:00,23,Wednesday,0,Cloudy,Poor,57.8,65
2024-01-04 00:00:00,0,Thursday,0,Cloudy,Excellent,65.6,45
2024-01-04 01:00:00,1,Thursday,0,Rainy,Excellent,69.2,29
2024-01-04 02:00:00,2,Thursday,0,Cloudy,Fair,75.2,24
2024-01-04 03:00:00,3,Thursday,0,Foggy,Good,75.1,32
2024-01-04 04:00:00,4,Thursday,0,Sunny,Good,53.7,55
2024-01-04 05:00:00,5,Thursday,0,Rainy,Good,66.8,22
2024-01-04 06:00:00,6,Thursday,0,Cloudy,Good,69.9,41
2024-01-04 07:00:00,7,Thursday,0,Cloudy,Poor,64.6,30
2024-01-04 08:00:00,8,Thursday,0,Cloudy,Good,70.5,36
2024-01-04 09:00:00,9,Thursday,0,Foggy,Poor,55.9,32
2024-01-04 10:00:00,10,Thursday,0,Sunny,Excellent,62.4,56
2024-01-04 11:00:00,11,Thursday,0,Sunny,Fair,68.5,50
2024-01-04 12:00:00,12,Thursday,0,Sunny,Fair,61.7,52
2024-01-04 13:00:00,13,Thursday,0,Sunny,Excellent,52.8,70
2024-01-04 14:00:00,14,Thursday,0,Foggy,Excellent,71.3,63
2024-01-04 15:00:00,15,Thursday,0,Sunny,Poor,73.0,73
2024-01-04 16:00:00,16,Thursday,0,Sunny,Excellent,67.7,82
2024-01-04 17:00:00,17,Thursday,0,Rainy,Fair,58.5,60
2024-01-04 18:00:00,18,Thursday,0,Sunny,Poor,51.0,78
2024-01-04 19:00:00,19,Thursday,0,Cloudy,Good,65.5,72
2024-01-04 20:00:00,20,Thursday,0,Foggy,Excellent,58.3,71
2024-01-04 21:00:00,21,Thursday,0,Sunny,Excellent,48.6,82
2024-01-04 22:00:00,22,Thursday,0,Cloudy,Excellent,54.2,77
2024-01-04 23:00:00,23,Thursday,0,Foggy,Excellent,59.3,68
2024-01-05 00:00:00,0,Friday,0,Cloudy,Poor,57.8,38
2024-01-05 01:00:00,1,Friday,0,Foggy,Excellent,60.6,43
2024-01-05 02:00:00,2,Friday,0,Foggy,Poor,43.9,28
2024-01-05 03:00:00,3,Friday,0,Cloudy,Fair,65.4,23
2024-01-05 04:00:00,4,Friday,0,Foggy,Excellent,55.2,41
2024-01-05 05:00:00,5,Friday,0,Sunny,Poor,74.4,36
2024-01-05 06:00:00,6,Friday,0,Cloudy,Fair,56.9,36
2024-01-05 07:00:00,7,Friday,0,Rainy,Fair,66.2,24
2024-01-05 08:00:00,8,Friday,0,Foggy,Good,59.2,40
2024-01-05 09:00:00,9,Friday,0,Rainy,Excellent,67.2,34
2024-01-05 10:00:00,10,Friday,0,Rainy,Good,56.0,34
2024-01-05 11:00:00,11,Friday,0,Cloudy,Fair,70.5,45
2024-01-05 12:00:00,12,Friday,0,Cloudy,Poor,65.6,46
2024-01-05 13:00:00,13,Friday,0,Sunny,Excellent,51.9,74
2024-01-05 14:00:00,14,Friday,0,Cloudy,Poor,53.2,54
2024-01-05 15:00:00,15,Friday,0,Foggy,Excellent,61.7,73
2024-01-05 16:00:00,16,Friday,0,Cloudy,Poor,50.7,56
2024-01-05 17:00:00,17,Friday,0,Rainy,Fair,77.9,57
2024-01-05 18:00:00,18,Friday,0,Rainy,Excellent,49.5,64
2024-01-05 19:00:00,19,Friday,0,Cloudy,Excellent,66.5,81
2024-01-05 20:00:00,20,Friday,0,Sunny,Excellent,70.4,92
2024-01-05 21:00:00,21,Friday,0,Rainy,Excellent,65.4,71
2024-01-05 22:00:00,22,Friday,0,Sunny,Excellent,53.4,75
2024-01-05 23:00:00,23,Friday,0,Cloudy,Excellent,79.6,72
2024-01-06 00:00:00,0,Saturday,0,Cloudy,Fair,57.4,32
2024-01-06 01:00:00,1,Saturday,0,Foggy,Good,73.2,44
2024-01-06 02:00:00,2,Saturday,0,Rainy,Excellent,62.7,19
2024-01-06 03:00:00,3,Saturday,0,Foggy,Excellent,49.5,33
2024-01-06 04:00:00,4,Saturday,0,Foggy,Poor,47.1,25
2024-01-06 05:00:00,5,Saturday,0,Rainy,Good,82.6,37
2024-01-06 06:00:00,6,Saturday,0,Foggy,Good,72.8,32
2024-01-06 07:00:00,7,Saturday,0,Foggy,Good,66.7,48
2024-01-06 08:00:00,8,Saturday,0,Rainy,Good,55.1,29
2024-01-06 09:00:00,9,Saturday,0,Rainy,Excellent,67.5,39
2024-01-06 10:00:00,10,Saturday,0,Rainy,Good,54.2,40
2024-01-06 11:00:00,11,Saturday,0,Cloudy,Good,56.1,36
2024-01-06 12:00:00,12,Saturday,0,Cloudy,Good,81.4,57
2024-01-06 13:00:00,13,Saturday,0,Sunny,Fair,75.4,58
2024-01-06 14:00:00,14,Saturday,0,Rainy,Good,67.3,53
2024-01-06 15:00:00,15,Saturday,0,Rainy,Excellent,59.6,63
2024-01-06 16:00:00,16,Saturday,0,Rainy,Good,66.0,59
2024-01-06 17:00:00,17,Saturday,0,Sunny,Poor,81.4,72
2024-01-06 18:00:00,18,Saturday,0,Foggy,Poor,49.6,64
2024-01-06 19:00:00,19,Saturday,0,Rainy,Excellent,62.3,63
2024-01-06 20:00:00,20,Saturday,0,Sunny,Fair,68.2,66
2024-01-06 21:00:00,21,Saturday,0,Cloudy,Poor,76.5,62
2024-01-06 22:00:00,22,Saturday,0,Sunny,Excellent,66.3,80
2024-01-06 23:00:00,23,Saturday,0,Sunny,Fair,67.9,78
2024-01-07 00:00:00,0,Sunday,0,Foggy,Excellent,58.7,41
2024-01-07 01:00:00,1,Sunday,0,Foggy,Poor,79.7,18
2024-01-07 02:00:00,2,Sunday,0,Sunny,Poor,58.7,35
2024-01-07 03:00:00,3,Sunday,0,Sunny,Excellent,51.8,39
2024-01-07 04:00:00,4,Sunday,0,Rainy,Good,55.9,22
2024-01-07 05:00:00,5,Sunday,0,Rainy,Poor,60.5,21
2024-01-07 06:00:00,6,Sunday,0,Rainy,Excellent,79.9,29
2024-01-07 07:00:00,7,Sunday,0,Sunny,Fair,62.8,38
2024-01-07 08:00:00,8,Sunday,0,Rainy,Good,63.7,33
2024-01-07 09:00:00,9,Sunday,0,Foggy,Fair,58.3,42
2024-01-07 10:00:00,10,Sunday,0,Cloudy,Fair,81.0,38
2024-01-07 11:00:00,11,Sunday,0,Sunny,Fair,60.2,61
2024-01-07 12:00:00,12,Sunday,0,Sunny,Poor,75.8,51
2024-01-07 13:00:00,13,Sunday,0,Cloudy,Good,59.6,55
2024-01-07 14:00:00,14,Sunday,0,Sunny,Good,76.6,78
2024-01-07 15:00:00,15,Sunday,0,Rainy,Fair,64.9,51
2024-01-07 16:00:00,16,Sunday,0,Rainy,Good,81.7,74
2024-01-07 17:00:00,17,Sunday,0,Rainy,Fair,47.9,54
2024-01-07 18:00:00,18,Sunday,0,Foggy,Good,62.9,77
2024-01-07 19:00:00,19,Sunday,0,Foggy,Fair,77.1,67
2024-01-07 20:00:00,20,Sunday,0,Foggy,Poor,48.2,60
2024-01-07 21:00:00,21,Sunday,0,Rainy,Poor,52.6,52
2024-01-07 22:00:00,22,Sunday,0,Rainy,Poor,60.6,67
2024-01-07 23:00:00,23,Sunday,0,Foggy,Excellent,84.2,66
2024-01-08 00:00:00,0,Monday,0,Sunny,Excellent,51.4,54
2024-01-08 01:00:00,1,Monday,0,Foggy,Good,63.3,40
2024-01-08 02:00:00,2,Monday,0,Cloudy,Excellent,64.7,39
2024-01-08 03:00:00,3,Monday,0,Cloudy,Excellent,51.5,38
2024-01-08 04:00:00,4,Monday,0,Cloudy,Good,72.0,38
2024-01-08 05:00:00,5,Monday,0,Rainy,Fair,72.0,12
2024-01-08 06:00:00,6,Monday,0,Foggy,Poor,78.6,32
2024-01-08 07:00:00,7,Monday,0,Sunny,Good,52.6,54
2024-01-08 08:00:00,8,Monday,0,Foggy,Excellent,56.1,46
2024-01-08 09:00:00,9,Monday,0,Foggy,Good,52.5,44
2024-01-08 10:00:00,10,Monday,0,Cloudy,Good,68.4,37
2024-01-08 11:00:00,11,Monday,0,Foggy,Poor,71.0,39
2024-01-08 12:00:00,12,Monday,0,Sunny,Excellent,42.3,76
2024-01-08 13:00:00,13,Monday,0,Foggy,Fair,59.4,45
2024-01-08 14:00:00,14,Monday,0,Foggy,Excellent,75.2,63
2024-01-08 15:00:00,15,Monday,0,Foggy,Excellent,67.8,64
2024-01-08 16:00:00,16,Monday,0,Foggy,Excellent,35.3,69
2024-01-08 17:00:00,17,Monday,0,Cloudy,Poor,63.3,61
2024-01-08 18:00:00,18,Monday,0,Sunny,Poor,61.2,75
2024-01-08 19:00:00,19,Monday,0,Foggy,Excellent,69.5,74
2024-01-08 20:00:00,20,Monday,0,Foggy,Fair,61.7,74
2024-01-08 21:00:00,21,Monday,0,Sunny,Fair,67.4,72
2024-01-08 22:00:00,22,Monday,0,Sunny,Excellent,61.6,77
2024-01-08 23:00:00,23,Monday,0,Sunny,Fair,63.6,62
2024-01-09 00:00:00,0,Tuesday,0,Rainy,Excellent,69.8,29
2024-01-09 01:00:00,1,Tuesday,0,Foggy,Excellent,53.8,42
2024-01-09 02:00:00,2,Tuesday,0,Cloudy,Poor,52.4,34
2024-01-09 03:00:00,3,Tuesday,0,Foggy,Good,54.2,35
2024-01-09 04:00:00,4,Tuesday,0,Foggy,Fair,77.0,26
2024-01-09 05:00:00,5,Tuesday,0,Sunny,Fair,78.1,35
2024-01-09 06:00:00,6,Tuesday,0,Foggy,Good,71.8,42
2024-01-09 07:00:00,7,Tuesday,0,Cloudy,Fair,55.3,33
2024-01-09 08:00:00,8,Tuesday,0,Sunny,Good,79.7,50
2024-01-09 09:00:00,9,Tuesday,0,Sunny,Fair,59.4,43
2024-01-09 10:00:00,10,Tuesday,0,Sunny,Good,60.9,57
2024-01-09 11:00:00,11,Tuesday,0,Rainy,Poor,55.8,33
2024-01-09 12:00:00,12,Tuesday,0,Rainy,Good,70.9,48
2024-01-09 13:00:00,13,Tuesday,0,Foggy,Excellent,80.9,59
2024-01-09 14:00:00,14,Tuesday,0,Cloudy,Poor,60.6,46
2024-01-09 15:00:00,15,Tuesday,0,Sunny,Fair,60.8,72
2024-01-09 16:00:00,16,Tuesday,0,Cloudy,Excellent,66.0,67
2024-01-09 17:00:00,17,Tuesday,0,Sunny,Poor,65.2,68
2024-01-09 18:00:00,18,Tuesday,0,Foggy,Excellent,65.0,75
2024-01-09 19:00:00,19,Tuesday,0,Rainy,Excellent,73.6,70
2024-01-09 20:00:00,20,Tuesday,0,Cloudy,Excellent,65.9,76
2024-01-09 21:00:00,21,Tuesday,0,Rainy,Excellent,48.6,76
2024-01-09 22:00:00,22,Tuesday,0,Cloudy,Fair,59.5,66
2024-01-09 23:00:00,23,Tuesday,0,Rainy,Fair,79.1,57
2024-01-10 00:00:00,0,Wednesday,0,Cloudy,Good,60.4,45
2024-01-10 01:00:00,1,Wednesday,0,Sunny,Fair,41.5,36
2024-01-10 02:00:00,2,Wednesday,0,Sunny,Excellent,74.1,46
2024-01-10 03:00:00,3,Wednesday,0,Foggy,Poor,66.3,24
2024-01-10 04:00:00,4,Wednesday,0,Foggy,Fair,68.5,20
2024-01-10 05:00:00,5,Wednesday,0,Rainy,Excellent,73.7,29
2024-01-10 06:00:00,6,Wednesday,0,Sunny,Good,84.2,44
2024-01-10 07:00:00,7,Wednesday,0,Cloudy,Good,69.5,43
2024-01-10 08:00:00,8,Wednesday,0,Rainy,Excellent,61.4,36
2024-01-10 09:00:00,9,Wednesday,0,Foggy,Poor,72.0,32
2024-01-10 10:00:00,10,Wednesday,0,Rainy,Good,54.6,34
2024-01-10 11:00:00,11,Wednesday,0,Cloudy,Poor,72.3,41
2024-01-10 12:00:00,12,Wednesday,0,Cloudy,Good,51.0,60
2024-01-10 13:00:00,13,Wednesday,0,Foggy,Poor,52.2,48
2024-01-10 14:00:00,14,Wednesday,0,Sunny,Excellent,45.8,72
2024-01-10 15:00:00,15,Wednesday,0,Foggy,Fair,76.7,53
2024-01-10 16:00:00,16,Wednesday,0,Cloudy,Poor,59.2,61
2024-01-10 17:00:00,17,Wednesday,0,Foggy,Poor,63.0,63
2024-01-10 18:00:00,18,Wednesday,0,Cloudy,Fair,52.9,61
2024-01-10 19:00:00,19,Wednesday,0,Cloudy,Good,77.1,72
2024-01-10 20:00:00,20,Wednesday,0,Sunny,Poor,49.2,74
2024-01-10 21:00:00,21,Wednesday,0,Foggy,Fair,48.8,67
2024-01-10 22:00:00,22,Wednesday,0,Sunny,Good,52.9,89
2024-01-10 23:00:00,23,Wednesday,0,Rainy,Fair,74.9,54
2024-01-11 00:00:00,0,Thursday,0,Cloudy,Fair,78.8,26
2024-01-11 01:00:00,1,Thursday,0,Rainy,Fair,69.7,16
2024-01-11 02:00:00,2,Thursday,0,Foggy,Good,54.3,33
2024-01-11 03:00:00,3,Thursday,0,Sunny,Fair,77.9,35
2024-01-11 04:00:00,4,Thursday,0,Foggy,Poor,70.8,31
2024-01-11 05:00:00,5,Thursday,0,Sunny,Good,59.8,43
2024-01-11 06:00:00,6,Thursday,0,Foggy,Poor,67.5,27
2024-01-11 07:00:00,7,Thursday,0,Rainy,Fair,51.1,28
2024-01-11 08:00:00,8,Thursday,0,Sunny,Poor,72.6,44
2024-01-11 09:00:00,9,Thursday,0,Foggy,Excellent,58.5,35
2024-01-11 10:00:00,10,Thursday,0,Cloudy,Poor,84.4,37
2024-01-11 11:00:00,11,Thursday,0,Sunny,Fair,75.7,51
2024-01-11 12:00:00,12,Thursday,0,Sunny,Poor,60.0,56
2024-01-11 13:00:00,13,Thursday,0,Rainy,Poor,47.5,43
2024-01-11 14:00:00,14,Thursday,0,Cloudy,Good,75.7,69
2024-01-11 15:00:00,15,Thursday,0,Foggy,Excellent,58.2,65
2024-01-11 16:00:00,16,Thursday,0,Foggy,Good,67.0,65
2024-01-11 17:00:00,17,Thursday,0,Sunny,Fair,70.0,61
2024-01-11 18:00:00,18,Thursday,0,Cloudy,Fair,61.0,66
2024-01-11 19:00:00,19,Thursday,0,Rainy,Good,66.1,66
2024-01-11 20:00:00,20,Thursday,0,Foggy,Poor,61.2,66
2024-01-11 21:00:00,21,Thursday,0,Foggy,Fair,67.7,71
2024-01-11 22:00:00,22,Thursday,0,Foggy,Excellent,70.0,77
2024-01-11 23:00:00,23,Thursday,0,Sunny,Poor,67.1,68
2024-01-12 00:00:00,0,Friday,0,Sunny,Good,54.8,49
2024-01-12 01:00:00,1,Friday,0,Sunny,Excellent,54.0,38
2024-01-12 02:00:00,2,Friday,0,Sunny,Fair,65.7,38
2024-01-12 03:00:00,3,Friday,0,Cloudy,Poor,70.0,19
2024-01-12 04:00:00,4,Friday,0,Sunny,Poor,64.0,32
2024-01-12 05:00:00,5,Friday,0,Foggy,Good,71.5,34
2024-01-12 06:00:00,6,Friday,0,Sunny,Fair,67.2,39
2024-01-12 07:00:00,7,Friday,0,Sunny,Fair,73.1,36
2024-01-12 08:00:00,8,Friday,0,Rainy,Good,54.2,35
2024-01-12 09:00:00,9,Friday,0,Sunny,Fair,57.2,34
2024-01-12 10:00:00,10,Friday,0,Sunny,Fair,69.5,56
2024-01-12 11:00:00,11,Friday,0,Sunny,Good,78.0,66
2024-01-12 12:00:00,12,Friday,0,Rainy,Poor,65.9,43
2024-01-12 13:00:00,13,Friday,0,Cloudy,Excellent,78.8,57
2024-01-12 14:00:00,14,Friday,0,Foggy,Good,70.8,57
2024-01-12 15:00:00,15,Friday,0,Cloudy,Good,69.5,71
2024-01-12 16:00:00,16,Friday,0,Cloudy,Fair,62.5,61
2024-01-12 17:00:00,17,Friday,0,Rainy,Fair,74.1,60
2024-01-12 18:00:00,18,Friday,0,Foggy,Fair,72.0,62
2024-01-12 19:00:00,19,Friday,0,Rainy,Fair,82.8,52
2024-01-12 20:00:00,20,Friday,0,Rainy,Good,73.8,61
2024-01-12 21:00:00,21,Friday,0,Rainy,Excellent,80.9,61
2024-01-12 22:00:00,22,Friday,0,Sunny,Good,65.7,80
2024-01-12 23:00:00,23,Friday,0,Sunny,Good,48.4,80
2024-01-13 00:00:00,0,Saturday,0,Rainy,Poor,62.8,29
2024-01-13 01:00:00,1,Saturday,0,Sunny,Poor,64.9,40
2024-01-13 02:00:00,2,Saturday,0,Foggy,Good,59.5,40
2024-01-13 03:00:00,3,Saturday,0,Sunny,Excellent,52.8,37
2024-01-13 04:00:00,4,Saturday,0,Rainy,Poor,84.1,21
2024-01-13 05:00:00,5,Saturday,0,Sunny,Good,57.6,46
2024-01-13 06:00:00,6,Saturday,0,Rainy,Excellent,69.4,31
2024-01-13 07:00:00,7,Saturday,0,Sunny,Poor,75.9,46
2024-01-13 08:00:00,8,Saturday,0,Sunny,Poor,68.0,42
2024-01-13 09:00:00,9,Saturday,0,Cloudy,Poor,74.1,45
2024-01-13 10:00:00,10,Saturday,0,Cloudy,Excellent,61.5,47
2024-01-13 11:00:00,11,Saturday,0,Sunny,Good,71.1,58
2024-01-13 12:00:00,12,Saturday,0,Rainy,Good,70.1,58
2024-01-13 13:00:00,13,Saturday,0,Cloudy,Fair,76.2,48
2024-01-13 14:00:00,14,Saturday,0,Rainy,Excellent,62.3,61
2024-01-13 15:00:00,15,Saturday,0,Cloudy,Poor,68.8,59
2024-01-13 16:00:00,16,Saturday,0,Foggy,Excellent,75.7,71
2024-01-13 17:00:00,17,Saturday,0,Rainy,Poor,70.7,51
2024-01-13 18:00:00,18,Saturday,0,Rainy,Good,87.2,61
2024-01-13 19:00:00,19,Saturday,0,Sunny,Good,77.1,77
2024-01-13 20:00:00,20,Saturday,0,Foggy,Fair,76.6,62
2024-01-13 21:00:00,21,Saturday,0,Cloudy,Good,72.5,75
2024-01-13 22:00:00,22,Saturday,0,Rainy,Fair,68.1,59
2024-01-13 23:00:00,23,Saturday,0,Rainy,Poor,57.6,64
2024-01-14 00:00:00,0,Sunday,0,Foggy,Poor,83.5,35
2024-01-14 01:00:00,1,Sunday,0,Sunny,Excellent,50.3,54
2024-01-14 02:00:00,2,Sunday,0,Foggy,Fair,71.2,26
2024-01-14 03:00:00,3,Sunday,0,Cloudy,Fair,56.9,16
2024-01-14 04:00:00,4,Sunday,0,Cloudy,Good,63.2,42
2024-01-14 05:00:00,5,Sunday,0,Rainy,Poor,65.6,10
2024-01-14 06:00:00,6,Sunday,0,Rainy,Excellent,66.8,26
2024-01-14 07:00:00,7,Sunday,0,Foggy,Fair,65.3,30
2024-01-14 08:00:00,8,Sunday,0,Cloudy,Excellent,55.4,40
2024-01-14 09:00:00,9,Sunday,0,Foggy,Good,79.5,38
2024-01-14 10:00:00,10,Sunday,0,Rainy,Excellent,47.7,45
2024-01-14 11:00:00,11,Sunday,0,Foggy,Good,69.8,53
2024-01-14 12:00:00,12,Sunday,0,Sunny,Fair,70.9,59
2024-01-14 13:00:00,13,Sunday,0,Sunny,Fair,72.9,55
2024-01-14 14:00:00,14,Sunday,0,Foggy,Excellent,51.7,63
2024-01-14 15:00:00,15,Sunday,0,Foggy,Fair,66.4,57
2024-01-14 16:00:00,16,Sunday,0,Rainy,Poor,69.0,55
2024-01-14 17:00:00,17,Sunday,0,Rainy,Good,65.0,68
2024-01-14 18:00:00,18,Sunday,0,Cloudy,Poor,58.8,61
2024-01-14 19:00:00,19,Sunday,0,Sunny,Poor,82.0,86
2024-01-14 20:00:00,20,Sunday,0,Sunny,Poor,67.4,76
2024-01-14 21:00:00,21,Sunday,0,Sunny,Good,79.8,79
2024-01-14 22:00:00,22,Sunday,0,Rainy,Fair,63.9,56
2024-01-14 23:00:00,23,Sunday,0,Rainy,Fair,65.1,61
2024-01-15 00:00:00,0,Monday,1,Sunny,Good,63.3,50
2024-01-15 01:00:00,1,Monday,1,Rainy,Fair,57.2,29
2024-01-15 02:00:00,2,Monday,1,Cloudy,Good,58.3,37
2024-01-15 03:00:00,3,Monday,1,Cloudy,Good,60.9,37
2024-01-15 04:00:00,4,Monday,1,Sunny,Poor,59.9,28
2024-01-15 05:00:00,5,Monday,1,Foggy,Poor,75.6,32
2024-01-15 06:00:00,6,Monday,1,Foggy,Excellent,59.1,38
2024-01-15 07:00:00,7,Monday,1,Sunny,Good,73.0,51
2024-01-15 08:00:00,8,Monday,1,Rainy,Excellent,65.6,42
2024-01-15 09:00:00,9,Monday,1,Sunny,Poor,70.5,40
2024-01-15 10:00:00,10,Monday,1,Sunny,Poor,66.6,46
2024-01-15 11:00:00,11,Monday,1,Foggy,Excellent,82.0,61
2024-01-15 12:00:00,12,Monday,1,Sunny,Fair,63.8,59
2024-01-15 13:00:00,13,Monday,1,Sunny,Excellent,66.8,59
2024-01-15 14:00:00,14,Monday,1,Sunny,Poor,69.3,66
2024-01-15 15:00:00,15,Monday,1,Cloudy,Poor,63.4,58
2024-01-15 16:00:00,16,Monday,1,Foggy,Good,73.9,75
2024-01-15 17:00:00,17,Monday,1,Rainy,Good,59.0,68
2024-01-15 18:00:00,18,Monday,1,Foggy,Excellent,50.0,62
2024-01-15 19:00:00,19,Monday,1,Sunny,Poor,65.0,75
2024-01-15 20:00:00,20,Monday,1,Cloudy,Good,74.0,76
2024-01-15 21:00:00,21,Monday,1,Sunny,Good,61.0,83
2024-01-15 22:00:00,22,Monday,1,Rainy,Good,52.0,74
2024-01-15 23:00:00,23,Monday,1,Foggy,Excellent,64.7,77
2024-01-16 00:00:00,0,Tuesday,0,Foggy,Poor,54.3,37
2024-01-16 01:00:00,1,Tuesday,0,Foggy,Excellent,69.9,42
2024-01-16 02:00:00,2,Tuesday,0,Foggy,Poor,66.0,35
2024-01-16 03:00:00,3,Tuesday,0,Rainy,Fair,66.4,27
2024-01-16 04:00:00,4,Tuesday,0,Rainy,Good,66.8,28
2024-01-16 05:00:00,5,Tuesday,0,Foggy,Excellent,55.7,31
2024-01-16 06:00:00,6,Tuesday,0,Rainy,Excellent,59.0,26
2024-01-16 07:00:00,7,Tuesday,0,Rainy,Excellent,57.8,35
2024-01-16 08:00:00,8,Tuesday,0,Cloudy,Fair,85.9,44
2024-01-16 09:00:00,9,Tuesday,0,Foggy,Good,67.0,43
2024-01-16 10:00:00,10,Tuesday,0,Cloudy,Excellent,62.2,45
2024-01-16 11:00:00,11,Tuesday,0,Foggy,Good,67.5,40
2024-01-16 12:00:00,12,Tuesday,0,Rainy,Excellent,67.0,52
2024-01-16 13:00:00,13,Tuesday,0,Rainy,Excellent,58.7,47
