beach_id,timestamp,day,is_holiday,weather,sea_temp,wave_height,wind_speed,crowdedness_percentage
2,2025-05-25 06:00:00,Sunday,0,3.0,66.4,3.87,2.86,0.0
1,2025-05-25 07:00:00,Sunday,0,3.0,66.2,3.87,4.29,61.0
2,2025-05-25 07:00:00,Sunday,0,3.0,66.4,3.94,3.79,70.0
1,2025-05-25 08:00:00,Sunday,0,3.0,66.2,3.87,5.1,65.0
2,2025-05-25 08:00:00,Sunday,0,3.0,66.4,3.94,1.86,71.0
1,2025-05-25 09:00:00,Sunday,0,3.0,66.2,3.87,8.02,54.0
2,2025-05-25 09:00:00,Sunday,0,3.0,66.4,3.94,3.67,69.0
1,2025-05-25 10:00:00,Sunday,0,3.0,66.2,3.87,10.56,40.0
2,2025-05-25 10:00:00,Sunday,0,3.0,66.6,4.0,1.99,61.0
1,2025-05-25 11:00:00,Sunday,0,2.0,66.2,3.87,7.83,57.0
2,2025-05-25 11:00:00,Sunday,0,3.0,66.6,4.0,10.69,58.0
1,2025-05-25 12:00:00,Sunday,0,2.0,66.2,3.87,7.71,56.0
2,2025-05-25 12:00:00,Sunday,0,0.0,66.7,4.0,10.5,43.0
1,2025-05-25 13:00:00,Sunday,0,1.0,66.4,3.87,10.19,44.0
2,2025-05-25 13:00:00,Sunday,0,3.0,66.9,4.0,9.69,33.0
1,2025-05-25 14:00:00,Sunday,0,1.0,66.6,3.87,8.57,58.0
2,2025-05-25 14:00:00,Sunday,0,3.0,67.1,4.0,11.06,33.0
1,2025-05-25 15:00:00,Sunday,0,45.0,66.6,3.87,11.31,41.0
2,2025-05-25 15:00:00,Sunday,0,3.0,67.1,4.0,9.32,43.0
1,2025-05-25 16:00:00,Sunday,0,3.0,66.7,3.81,9.82,59.0
2,2025-05-25 16:00:00,Sunday,0,3.0,67.1,3.94,9.01,40.0
1,2025-05-25 17:00:00,Sunday,0,3.0,66.9,3.81,7.71,52.0
2,2025-05-25 17:00:00,Sunday,0,3.0,67.3,3.94,7.46,39.0
1,2025-05-25 18:00:00,Sunday,0,3.0,66.9,3.81,5.9,76.0
2,2025-05-25 18:00:00,Sunday,0,3.0,67.3,3.94,5.59,89.0
1,2025-05-25 19:00:00,Sunday,0,3.0,66.9,3.81,5.22,96.0
2,2025-05-25 19:00:00,Sunday,0,3.0,67.3,3.87,4.97,90.0
1,2025-05-25 20:00:00,Sunday,0,3.0,66.9,3.81,6.09,51.0
2,2025-05-25 20:00:00,Sunday,0,3.0,67.1,3.87,4.6,67.0
1,2025-05-25 21:00:00,Sunday,0,3.0,66.7,3.74,2.49,0.0
2,2025-05-25 21:00:00,Sunday,0,3.0,67.1,3.87,3.91,0.0
1,2025-05-25 22:00:00,Sunday,0,3.0,66.6,3.74,0.43,0.0
2,2025-05-25 22:00:00,Sunday,0,3.0,67.1,3.81,1.8,0.0
1,2025-05-25 23:00:00,Sunday,0,3.0,66.6,3.67,2.05,0.0
2,2025-05-25 23:00:00,Sunday,0,45.0,67.1,3.81,0.25,0.0
1,2025-05-24 00:00:00,Saturday,0,3.0,66.2,3.67,7.83,0.0
2,2025-05-24 00:00:00,Saturday,0,3.0,66.4,3.94,5.28,0.0
1,2025-05-24 01:00:00,Saturday,0,3.0,66.2,3.67,4.72,0.0
2,2025-05-24 01:00:00,Saturday,0,3.0,66.4,3.94,5.03,0.0
1,2025-05-24 02:00:00,Saturday,0,3.0,66.2,3.74,8.39,0.0
2,2025-05-24 02:00:00,Saturday,0,3.0,66.4,4.0,3.73,0.0
1,2025-05-24 03:00:00,Saturday,0,3.0,66.2,3.81,4.41,0.0
2,2025-05-24 03:00:00,Saturday,0,3.0,66.4,4.0,4.1,0.0
1,2025-05-24 04:00:00,Saturday,0,3.0,66.2,3.81,5.22,0.0
2,2025-05-24 04:00:00,Saturday,0,3.0,66.2,4.07,3.17,0.0
1,2025-05-24 05:00:00,Saturday,0,3.0,66.2,3.87,3.79,0.0
2,2025-05-24 05:00:00,Saturday,0,3.0,66.2,4.07,3.67,0.0
1,2025-05-24 06:00:00,Saturday,0,3.0,66.2,3.87,3.98,0.0
2,2025-05-24 06:00:00,Saturday,0,3.0,66.2,4.07,4.54,0.0
1,2025-05-24 07:00:00,Saturday,0,3.0,66.0,3.94,4.91,85.0
2,2025-05-24 07:00:00,Saturday,0,3.0,66.2,4.13,4.41,66.0
1,2025-05-24 08:00:00,Saturday,0,3.0,66.0,3.94,7.08,39.0
2,2025-05-24 08:00:00,Saturday,0,3.0,66.4,4.13,5.72,68.0
1,2025-05-24 09:00:00,Saturday,0,3.0,66.0,3.94,5.97,86.0
2,2025-05-24 09:00:00,Saturday,0,3.0,66.4,4.13,6.71,35.0
1,2025-05-24 10:00:00,Saturday,0,3.0,66.0,3.94,9.94,51.0
2,2025-05-24 10:00:00,Saturday,0,3.0,66.4,4.13,7.02,38.0
1,2025-05-24 11:00:00,Saturday,0,2.0,66.0,3.94,9.13,34.0
2,2025-05-24 11:00:00,Saturday,0,3.0,66.4,4.13,8.76,56.0
1,2025-05-24 12:00:00,Saturday,0,1.0,66.2,3.94,8.76,43.0
2,2025-05-24 12:00:00,Saturday,0,2.0,66.6,4.13,10.94,53.0
1,2025-05-24 13:00:00,Saturday,0,1.0,66.2,3.87,9.57,43.0
2,2025-05-24 13:00:00,Saturday,0,3.0,66.6,4.13,12.49,20.0
1,2025-05-24 14:00:00,Saturday,0,3.0,66.2,3.87,8.82,30.0
2,2025-05-24 14:00:00,Saturday,0,2.0,66.6,4.13,11.62,30.0
1,2025-05-24 15:00:00,Saturday,0,1.0,66.4,3.87,9.94,47.0
2,2025-05-24 15:00:00,Saturday,0,3.0,66.7,4.13,9.69,58.0
1,2025-05-24 16:00:00,Saturday,0,1.0,66.4,3.81,9.82,47.0
2,2025-05-24 16:00:00,Saturday,0,2.0,66.9,4.07,10.13,49.0
1,2025-05-24 17:00:00,Saturday,0,3.0,66.6,3.81,9.88,36.0
2,2025-05-24 17:00:00,Saturday,0,2.0,66.9,4.07,8.02,43.0
1,2025-05-24 18:00:00,Saturday,0,3.0,66.6,3.81,6.15,38.0
2,2025-05-24 18:00:00,Saturday,0,1.0,66.9,4.0,5.28,62.0
1,2025-05-24 19:00:00,Saturday,0,2.0,66.6,3.74,3.73,64.0
2,2025-05-24 19:00:00,Saturday,0,1.0,66.9,4.0,3.85,91.0
1,2025-05-24 20:00:00,Saturday,0,0.0,66.6,3.74,1.43,71.0
2,2025-05-24 20:00:00,Saturday,0,2.0,66.9,3.94,4.66,73.0
1,2025-05-24 21:00:00,Saturday,0,2.0,66.4,3.74,4.91,0.0
2,2025-05-24 21:00:00,Saturday,0,2.0,66.9,3.94,3.17,0.0
1,2025-05-24 22:00:00,Saturday,0,1.0,66.4,3.74,2.17,0.0
2,2025-05-24 22:00:00,Saturday,0,3.0,66.7,3.87,3.85,0.0
1,2025-05-24 23:00:00,Saturday,0,0.0,66.4,3.74,4.04,0.0
2,2025-05-24 23:00:00,Saturday,0,3.0,66.7,3.87,1.93,0.0
1,2025-05-23 00:00:00,Friday,0,3.0,66.4,2.82,5.65,0.0
2,2025-05-23 00:00:00,Friday,0,45.0,66.4,2.95,1.99,0.0
1,2025-05-23 01:00:00,Friday,0,3.0,66.2,2.82,6.4,0.0
2,2025-05-23 01:00:00,Friday,0,3.0,66.4,2.95,2.86,0.0
1,2025-05-23 02:00:00,Friday,0,3.0,66.2,2.82,6.34,0.0
2,2025-05-23 02:00:00,Friday,0,3.0,66.4,2.95,4.41,0.0
1,2025-05-23 03:00:00,Friday,0,3.0,66.0,2.82,5.22,0.0
2,2025-05-23 03:00:00,Friday,0,3.0,66.2,2.95,3.6,0.0
1,2025-05-23 04:00:00,Friday,0,3.0,66.0,2.89,3.48,0.0
2,2025-05-23 04:00:00,Friday,0,3.0,66.2,3.02,1.55,0.0
1,2025-05-23 05:00:00,Friday,0,45.0,65.8,2.89,3.29,0.0
2,2025-05-23 05:00:00,Friday,0,3.0,66.2,3.02,0.62,0.0
1,2025-05-23 06:00:00,Friday,0,3.0,65.8,2.89,3.48,0.0
2,2025-05-23 06:00:00,Friday,0,3.0,66.2,3.02,1.68,0.0
1,2025-05-23 07:00:00,Friday,0,3.0,65.8,2.95,5.34,85.0
2,2025-05-23 07:00:00,Friday,0,45.0,66.2,3.08,4.72,75.0
1,2025-05-23 08:00:00,Friday,0,3.0,65.7,2.95,5.59,94.0
2,2025-05-23 08:00:00,Friday,0,3.0,66.2,3.08,4.29,97.0
1,2025-05-23 09:00:00,Friday,0,3.0,65.7,3.02,6.71,59.0
2,2025-05-23 09:00:00,Friday,0,3.0,66.2,3.15,4.47,87.0
1,2025-05-23 10:00:00,Friday,0,3.0,65.7,3.08,8.33,51.0
2,2025-05-23 10:00:00,Friday,0,3.0,66.2,3.28,6.21,50.0
1,2025-05-23 11:00:00,Friday,0,3.0,65.8,3.15,10.25,42.0
2,2025-05-23 11:00:00,Friday,0,45.0,66.2,3.35,6.96,42.0
1,2025-05-23 12:00:00,Friday,0,1.0,65.8,3.22,10.75,41.0
2,2025-05-23 12:00:00,Friday,0,0.0,66.2,3.41,6.15,53.0
1,2025-05-23 13:00:00,Friday,0,1.0,66.0,3.22,7.83,33.0
2,2025-05-23 13:00:00,Friday,0,1.0,66.4,3.54,10.94,34.0
1,2025-05-23 14:00:00,Friday,0,2.0,66.2,3.28,8.08,33.0
2,2025-05-23 14:00:00,Friday,0,2.0,66.6,3.61,10.63,57.0
1,2025-05-23 15:00:00,Friday,0,3.0,66.4,3.35,6.65,56.0
2,2025-05-23 15:00:00,Friday,0,1.0,66.6,3.67,8.82,60.0
1,2025-05-23 16:00:00,Friday,0,3.0,66.6,3.41,6.65,55.0
2,2025-05-23 16:00:00,Friday,0,45.0,66.7,3.74,9.51,45.0
1,2025-05-23 17:00:00,Friday,0,3.0,66.6,3.48,6.96,43.0
2,2025-05-23 17:00:00,Friday,0,3.0,66.9,3.81,8.33,32.0
1,2025-05-23 18:00:00,Friday,0,3.0,66.6,3.54,5.22,98.0
2,2025-05-23 18:00:00,Friday,0,3.0,66.9,3.87,6.9,31.0
1,2025-05-23 19:00:00,Friday,0,3.0,66.6,3.61,6.65,37.0
2,2025-05-23 19:00:00,Friday,0,45.0,66.9,3.94,5.72,80.0
1,2025-05-23 20:00:00,Friday,0,3.0,66.6,3.67,9.26,50.0
2,2025-05-23 20:00:00,Friday,0,3.0,66.7,4.0,5.28,70.0
1,2025-05-23 21:00:00,Friday,0,3.0,66.4,3.67,0.87,0.0
2,2025-05-23 21:00:00,Friday,0,3.0,66.6,3.94,2.92,0.0
1,2025-05-23 22:00:00,Friday,0,3.0,66.4,3.61,4.54,0.0
2,2025-05-23 22:00:00,Friday,0,3.0,66.6,3.94,2.24,0.0
1,2025-05-23 23:00:00,Friday,0,3.0,66.4,3.61,6.28,0.0
2,2025-05-23 23:00:00,Friday,0,3.0,66.6,3.87,2.49,0.0
1,2025-05-22 00:00:00,Thursday,0,45.0,66.4,2.89,7.39,0.0
2,2025-05-22 00:00:00,Thursday,0,1.0,66.4,3.28,3.17,0.0
1,2025-05-22 01:00:00,Thursday,0,3.0,66.2,2.89,7.77,0.0
2,2025-05-22 01:00:00,Thursday,0,2.0,66.2,3.22,2.73,0.0
1,2025-05-22 02:00:00,Thursday,0,45.0,66.2,2.89,8.51,0.0
2,2025-05-22 02:00:00,Thursday,0,3.0,66.0,3.22,2.92,0.0
1,2025-05-22 03:00:00,Thursday,0,45.0,66.0,2.89,4.97,0.0
2,2025-05-22 03:00:00,Thursday,0,3.0,66.0,3.22,0.99,0.0
1,2025-05-22 04:00:00,Thursday,0,45.0,66.0,2.82,6.46,0.0
2,2025-05-22 04:00:00,Thursday,0,3.0,65.8,3.15,0.99,0.0
1,2025-05-22 05:00:00,Thursday,0,45.0,65.8,2.82,5.9,0.0
2,2025-05-22 05:00:00,Thursday,0,3.0,65.8,3.15,2.3,0.0
1,2025-05-22 06:00:00,Thursday,0,45.0,65.8,2.82,6.21,0.0
2,2025-05-22 06:00:00,Thursday,0,3.0,65.8,3.15,1.62,0.0
1,2025-05-22 07:00:00,Thursday,0,45.0,65.8,2.82,5.22,87.0
2,2025-05-22 07:00:00,Thursday,0,45.0,65.8,3.08,2.92,80.0
1,2025-05-22 08:00:00,Thursday,0,45.0,65.8,2.82,4.54,68.0
2,2025-05-22 08:00:00,Thursday,0,45.0,66.0,3.08,1.8,98.0
1,2025-05-22 09:00:00,Thursday,0,3.0,65.8,2.82,4.97,61.0
2,2025-05-22 09:00:00,Thursday,0,45.0,66.0,3.08,1.55,95.0
1,2025-05-22 10:00:00,Thursday,0,2.0,65.8,2.76,6.34,42.0
2,2025-05-22 10:00:00,Thursday,0,45.0,66.2,3.02,4.47,61.0
1,2025-05-22 11:00:00,Thursday,0,1.0,66.0,2.76,5.72,82.0
2,2025-05-22 11:00:00,Thursday,0,45.0,66.2,3.02,7.02,47.0
1,2025-05-22 12:00:00,Thursday,0,3.0,66.2,2.76,6.52,39.0
2,2025-05-22 12:00:00,Thursday,0,3.0,66.4,3.02,8.76,36.0
1,2025-05-22 13:00:00,Thursday,0,3.0,66.2,2.76,5.53,67.0
2,2025-05-22 13:00:00,Thursday,0,45.0,66.6,3.02,8.82,41.0
1,2025-05-22 14:00:00,Thursday,0,3.0,66.4,2.76,7.02,40.0
2,2025-05-22 14:00:00,Thursday,0,45.0,66.6,3.02,9.07,31.0
1,2025-05-22 15:00:00,Thursday,0,3.0,66.7,2.76,6.34,48.0
2,2025-05-22 15:00:00,Thursday,0,45.0,66.7,3.02,8.08,36.0
1,2025-05-22 16:00:00,Thursday,0,3.0,66.9,2.82,6.59,43.0
2,2025-05-22 16:00:00,Thursday,0,45.0,66.9,3.08,9.13,30.0
1,2025-05-22 17:00:00,Thursday,0,3.0,67.1,2.82,7.39,56.0
2,2025-05-22 17:00:00,Thursday,0,2.0,66.9,3.08,8.7,59.0
1,2025-05-22 18:00:00,Thursday,0,45.0,67.1,2.82,4.85,70.0
2,2025-05-22 18:00:00,Thursday,0,1.0,66.9,3.08,7.83,42.0
1,2025-05-22 19:00:00,Thursday,0,3.0,66.9,2.89,5.22,78.0
2,2025-05-22 19:00:00,Thursday,0,1.0,66.9,3.15,5.78,85.0
1,2025-05-22 20:00:00,Thursday,0,2.0,66.9,2.89,5.84,100.0
2,2025-05-22 20:00:00,Thursday,0,1.0,66.9,3.15,4.78,67.0
1,2025-05-22 21:00:00,Thursday,0,1.0,66.7,2.89,4.29,0.0
2,2025-05-22 21:00:00,Thursday,0,0.0,66.7,3.08,4.1,0.0
1,2025-05-22 22:00:00,Thursday,0,2.0,66.6,2.82,5.41,0.0
2,2025-05-22 22:00:00,Thursday,0,3.0,66.6,3.02,4.1,0.0
1,2025-05-22 23:00:00,Thursday,0,3.0,66.4,2.82,6.65,0.0
2,2025-05-22 23:00:00,Thursday,0,3.0,66.6,2.95,5.72,0.0
1,2025-05-21 00:00:00,Wednesday,0,0.0,65.3,3.15,8.08,0.0
2,2025-05-21 00:00:00,Wednesday,0,0.0,65.5,3.35,3.48,0.0
1,2025-05-21 01:00:00,Wednesday,0,0.0,65.3,3.08,5.59,0.0
2,2025-05-21 01:00:00,Wednesday,0,0.0,65.3,3.41,2.55,0.0
1,2025-05-21 02:00:00,Wednesday,0,0.0,65.1,3.08,8.02,0.0
2,2025-05-21 02:00:00,Wednesday,0,2.0,65.1,3.41,5.1,0.0
1,2025-05-21 03:00:00,Wednesday,0,0.0,64.9,3.08,8.39,0.0
2,2025-05-21 03:00:00,Wednesday,0,45.0,64.8,3.41,3.04,0.0
1,2025-05-21 04:00:00,Wednesday,0,0.0,64.8,3.15,11.06,0.0
2,2025-05-21 04:00:00,Wednesday,0,45.0,64.6,3.41,3.36,0.0
1,2025-05-21 05:00:00,Wednesday,0,0.0,64.8,3.15,7.64,0.0
2,2025-05-21 05:00:00,Wednesday,0,1.0,64.6,3.41,4.78,0.0
1,2025-05-21 06:00:00,Wednesday,0,45.0,64.8,3.15,7.64,0.0
2,2025-05-21 06:00:00,Wednesday,0,3.0,64.6,3.41,4.35,0.0
1,2025-05-21 07:00:00,Wednesday,0,0.0,64.9,3.15,2.36,62.0
2,2025-05-21 07:00:00,Wednesday,0,3.0,64.6,3.48,3.73,64.0
1,2025-05-21 08:00:00,Wednesday,0,0.0,65.1,3.15,1.37,94.0
2,2025-05-21 08:00:00,Wednesday,0,45.0,64.8,3.48,0.25,87.0
1,2025-05-21 09:00:00,Wednesday,0,0.0,65.3,3.15,4.6,79.0
2,2025-05-21 09:00:00,Wednesday,0,3.0,65.1,3.48,0.62,73.0
1,2025-05-21 10:00:00,Wednesday,0,1.0,65.3,3.15,3.6,86.0
2,2025-05-21 10:00:00,Wednesday,0,2.0,65.3,3.48,6.03,59.0
1,2025-05-21 11:00:00,Wednesday,0,1.0,65.5,3.15,4.04,78.0
2,2025-05-21 11:00:00,Wednesday,0,2.0,65.3,3.48,6.52,45.0
1,2025-05-21 12:00:00,Wednesday,0,1.0,65.7,3.15,3.79,94.0
2,2025-05-21 12:00:00,Wednesday,0,1.0,65.7,3.48,7.21,51.0
1,2025-05-21 13:00:00,Wednesday,0,1.0,66.0,3.08,5.9,88.0
2,2025-05-21 13:00:00,Wednesday,0,1.0,66.0,3.41,8.39,39.0
1,2025-05-21 14:00:00,Wednesday,0,3.0,66.2,3.08,5.34,65.0
2,2025-05-21 14:00:00,Wednesday,0,0.0,66.2,3.41,7.83,60.0
1,2025-05-21 15:00:00,Wednesday,0,3.0,66.4,3.08,8.08,48.0
2,2025-05-21 15:00:00,Wednesday,0,0.0,66.6,3.41,8.14,54.0
1,2025-05-21 16:00:00,Wednesday,0,3.0,66.6,3.02,3.98,82.0
2,2025-05-21 16:00:00,Wednesday,0,0.0,66.7,3.41,7.46,43.0
1,2025-05-21 17:00:00,Wednesday,0,2.0,66.7,3.02,4.29,75.0
2,2025-05-21 17:00:00,Wednesday,0,1.0,66.9,3.41,7.21,46.0
1,2025-05-21 18:00:00,Wednesday,0,3.0,66.9,3.02,4.04,91.0
2,2025-05-21 18:00:00,Wednesday,0,45.0,66.9,3.41,6.84,31.0
1,2025-05-21 19:00:00,Wednesday,0,3.0,66.9,2.95,1.49,60.0
2,2025-05-21 19:00:00,Wednesday,0,45.0,66.9,3.35,4.72,76.0
1,2025-05-21 20:00:00,Wednesday,0,2.0,66.7,2.95,4.97,71.0
2,2025-05-21 20:00:00,Wednesday,0,3.0,66.9,3.35,2.8,95.0
1,2025-05-21 21:00:00,Wednesday,0,2.0,66.7,2.95,3.79,0.0
2,2025-05-21 21:00:00,Wednesday,0,45.0,66.7,3.35,1.62,0.0
1,2025-05-21 22:00:00,Wednesday,0,2.0,66.6,2.89,5.1,0.0
2,2025-05-21 22:00:00,Wednesday,0,45.0,66.6,3.28,2.3,0.0
1,2025-05-21 23:00:00,Wednesday,0,3.0,66.6,2.89,7.15,0.0
2,2025-05-21 23:00:00,Wednesday,0,1.0,66.4,3.28,2.98,0.0
1,2025-05-20 00:00:00,Tuesday,0,0.0,64.2,2.82,7.95,0.0
2,2025-05-20 00:00:00,Tuesday,0,0.0,64.4,3.15,4.91,0.0
1,2025-05-20 01:00:00,Tuesday,0,2.0,64.2,2.89,6.15,0.0
2,2025-05-20 01:00:00,Tuesday,0,0.0,64.4,3.15,2.17,0.0
1,2025-05-20 02:00:00,Tuesday,0,0.0,64.2,2.89,6.03,0.0
2,2025-05-20 02:00:00,Tuesday,0,0.0,64.2,3.15,2.42,0.0
1,2025-05-20 03:00:00,Tuesday,0,1.0,64.0,2.95,6.96,0.0
2,2025-05-20 03:00:00,Tuesday,0,0.0,64.0,3.15,2.67,0.0
1,2025-05-20 04:00:00,Tuesday,0,0.0,64.0,2.95,5.84,0.0
2,2025-05-20 04:00:00,Tuesday,0,1.0,64.0,3.15,4.16,0.0
1,2025-05-20 05:00:00,Tuesday,0,0.0,64.0,3.02,10.0,0.0
2,2025-05-20 05:00:00,Tuesday,0,3.0,64.0,3.15,2.05,0.0
1,2025-05-20 06:00:00,Tuesday,0,0.0,64.2,3.08,7.71,0.0
2,2025-05-20 06:00:00,Tuesday,0,0.0,64.0,3.28,4.41,0.0
1,2025-05-20 07:00:00,Tuesday,0,0.0,64.2,3.22,6.15,40.0
2,2025-05-20 07:00:00,Tuesday,0,2.0,64.0,3.35,0.81,87.0
1,2025-05-20 08:00:00,Tuesday,0,0.0,64.4,3.28,7.71,44.0
2,2025-05-20 08:00:00,Tuesday,0,45.0,64.2,3.48,0.5,81.0
1,2025-05-20 09:00:00,Tuesday,0,0.0,64.4,3.28,6.09,60.0
2,2025-05-20 09:00:00,Tuesday,0,2.0,64.2,3.54,2.05,83.0
1,2025-05-20 10:00:00,Tuesday,0,2.0,64.6,3.35,5.72,99.0
2,2025-05-20 10:00:00,Tuesday,0,45.0,64.4,3.54,6.28,48.0
1,2025-05-20 11:00:00,Tuesday,0,0.0,64.8,3.35,4.85,98.0
2,2025-05-20 11:00:00,Tuesday,0,0.0,64.6,3.61,4.97,90.0
1,2025-05-20 12:00:00,Tuesday,0,0.0,64.9,3.35,6.09,31.0
2,2025-05-20 12:00:00,Tuesday,0,0.0,64.8,3.61,5.16,89.0
1,2025-05-20 13:00:00,Tuesday,0,0.0,65.1,3.28,5.03,95.0
2,2025-05-20 13:00:00,Tuesday,0,0.0,65.3,3.61,6.71,41.0
1,2025-05-20 14:00:00,Tuesday,0,0.0,65.3,3.28,4.78,82.0
2,2025-05-20 14:00:00,Tuesday,0,0.0,65.5,3.61,6.28,40.0
1,2025-05-20 15:00:00,Tuesday,0,0.0,65.5,3.28,7.46,39.0
2,2025-05-20 15:00:00,Tuesday,0,0.0,66.0,3.61,8.45,39.0
1,2025-05-20 16:00:00,Tuesday,0,0.0,65.7,3.22,7.46,55.0
2,2025-05-20 16:00:00,Tuesday,0,0.0,66.2,3.54,6.34,55.0
1,2025-05-20 17:00:00,Tuesday,0,0.0,65.8,3.22,6.84,30.0
2,2025-05-20 17:00:00,Tuesday,0,0.0,66.4,3.54,7.08,43.0
1,2025-05-20 18:00:00,Tuesday,0,0.0,65.8,3.15,6.52,36.0
2,2025-05-20 18:00:00,Tuesday,0,0.0,66.4,3.48,4.1,91.0
1,2025-05-20 19:00:00,Tuesday,0,2.0,65.8,3.15,3.67,74.0
2,2025-05-20 19:00:00,Tuesday,0,0.0,66.4,3.41,4.47,97.0
1,2025-05-20 20:00:00,Tuesday,0,1.0,65.7,3.08,1.12,69.0
2,2025-05-20 20:00:00,Tuesday,0,0.0,66.2,3.35,3.23,96.0
1,2025-05-20 21:00:00,Tuesday,0,1.0,65.5,3.08,6.71,0.0
